,2017-11-06 00:00:00,2017-11-13 00:00:00,2017-11-20 00:00:00,2017-11-27 00:00:00,2017-12-04 00:00:00,2017-12-11 00:00:00,2017-12-18 00:00:00,2017-12-25 00:00:00,2018-01-01 00:00:00,2018-01-08 00:00:00,2018-01-15 00:00:00,2018-01-22 00:00:00,2018-01-29 00:00:00,2018-02-05 00:00:00,2018-02-12 00:00:00,2018-02-19 00:00:00,2018-02-26 00:00:00,2018-03-05 00:00:00,2018-03-12 00:00:00,2018-03-19 00:00:00,2018-03-26 00:00:00,2018-04-02 00:00:00,2018-04-09 00:00:00,2018-04-16 00:00:00,2018-04-23 00:00:00,2018-04-30 00:00:00,total
cv,6.0,6,6.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,11.0,7.0,7.0,9.0,9.0,15
axionlike,11.0,11,11.0,11.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,15
endpoints,7.0,7,6.0,6.0,6.0,7.0,7.0,8.0,9.0,11.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,15
verlinde,10.0,9,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,15
einsteingaussbonnet,9.0,8,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,15
halfmaximal,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,15
lefthanded,7.0,8,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,15
dinger,8.0,9,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,8.0,15
parameterized,7.0,8,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0,15
shortrange,7.0,8,7.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,15
tachyonic,10.0,10,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,9.0,6.0,6.0,6.0,15
hartlehawking,11.0,11,12.0,12.0,13.0,13.0,13.0,11.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,15
selfcoupling,9.0,9,8.0,6.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,15
higgsing,5.0,5,5.0,5.0,6.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,15
vs,10.0,10,10.0,10.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,15
laplace,7.0,7,7.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,15
focussing,9.0,8,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,15
hitchin,8.0,6,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,15
backreacted,14.0,12,11.0,11.0,10.0,10.0,9.0,9.0,7.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,15
multicritical,6.0,6,5.0,6.0,9.0,9.0,13.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,15
worldlines,9.0,9,9.0,9.0,8.0,7.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15
swave,13.0,13,13.0,13.0,13.0,13.0,12.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,15
hamiltonjacobi,6.0,6,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15
pulsar,5.0,8,8.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,15
eff,8.0,8,7.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,15
vectorlike,9.0,9,8.0,8.0,8.0,8.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,15
mp,11.0,11,11.0,11.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15
higgsplosion,15.0,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15
ultracold,6.0,6,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,14
adcf,5.0,6,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,14
rescaled,7.0,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,14
nonflat,3.0,3,3.0,3.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,10.0,10.0,11.0,11.0,14
threesphere,9.0,9,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,9.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,14
rederive,5.0,4,3.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,14
electricmagnetic,5.0,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,14
coadjoint,3.0,3,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,14
thinwall,6.0,6,9.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,14
confinementdeconfinement,5.0,8,8.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,14
superradiance,4.0,4,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0,14
zeromode,6.0,6,6.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,14
infty,7.0,5,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,14
seiberg,8.0,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,6.0,14
twobody,6.0,6,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,14
superstrings,5.0,6,6.0,6.0,6.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,14
glueball,4.0,4,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,8.0,8.0,14
qnms,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0,9.0,9.0,9.0,9.0,14
noscale,2.0,2,2.0,7.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,12.0,12.0,12.0,14
multiscale,5.0,6,7.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,14
qm,5.0,5,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,14
npoint,11.0,10,9.0,8.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,14
longlived,6.0,6,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,14
superparticle,7.0,7,5.0,5.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,8.0,14
ss,5.0,6,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,14
qsc,5.0,5,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,14
pade,8.0,8,8.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,14
coarsegrained,6.0,7,6.0,4.0,4.0,5.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,14
decouple,8.0,8,8.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,14
quarkantiquark,9.0,9,9.0,9.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,14
donaldsonthomas,2.0,4,4.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14
bcfw,12.0,13,13.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,14
parketaylor,12.0,12,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,14
nf,9.0,9,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,5.0,5.0,5.0,5.0,14
veneziano,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,14
bigravity,6.0,6,9.0,9.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,14
oneparticle,10.0,10,11.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,14
domainwall,5.0,5,5.0,5.0,5.0,5.0,8.0,6.0,7.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,14
vainshtein,4.0,4,7.0,8.0,8.0,8.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,14
quantised,5.0,7,8.0,8.0,8.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,9.0,8.0,8.0,14
subsector,5.0,5,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,13
leeyang,7.0,7,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,13
closedform,5.0,6,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,13
doublecopy,6.0,6,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,13
reissnernordstr,7.0,7,6.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,13
wightman,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,7.0,8.0,9.0,9.0,12.0,13
cachazoheyuan,10.0,10,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,13
postinflationary,8.0,7,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,13
nonriemannian,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,13
vaidya,3.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0,11.0,13
spinspin,6.0,6,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,13
hubbard,3.0,3,4.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,13
hadamard,8.0,9,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,13
navierstokes,9.0,9,9.0,9.0,9.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,13
synchronised,4.0,4,4.0,4.0,4.0,4.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,13
deeper,9.0,9,8.0,8.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,13
nearzero,8.0,8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,13
wesszuminowitten,5.0,5,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,13
kalbramond,8.0,8,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,13
ligovirgo,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,8.0,8.0,11.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,13
ia,5.0,5,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,13
int,7.0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,13
equiv,8.0,7,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,13
gravitymatter,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0,11.0,9.0,10.0,9.0,9.0,9.0,13
friedmannrobertsonwalker,7.0,7,8.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,13
oneform,5.0,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,7.0,13
twoparameter,5.0,5,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,13
adm,8.0,7,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,5.0,4.0,13
fayetiliopoulos,4.0,4,5.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,13
carrollian,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,13
tqfts,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,13
hadronic,6.0,6,8.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,13
vafa,5.0,5,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,13
nambugoto,8.0,8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,8.0,5.0,13
pions,7.0,8,7.0,8.0,9.0,9.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,13
zerotemperature,11.0,10,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,13
xcdm,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,13
conifold,6.0,6,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,13
avalifshitz,6.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,13
cmera,4.0,4,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13
finsler,5.0,5,5.0,5.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,13
glsms,6.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13
weakcoupling,9.0,4,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,13
benchmark,7.0,7,7.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,13
supertranslation,7.0,7,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,13
bulkboundary,5.0,7,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,13
gft,6.0,6,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,13
osp,9.0,8,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.0,4.0,13
superhorizon,6.0,6,5.0,5.0,5.0,5.0,5.0,6.0,7.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,13
kaehler,12.0,12,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,1.0,13
ew,11.0,11,10.0,11.0,11.0,12.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13
tcis,0.0,9,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13
carroll,7.0,7,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,12
hawkingpage,5.0,6,7.0,8.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,12
nlsm,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,12
matterdominated,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,12
adler,4.0,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,5.0,8.0,12
